chr_clinical_care_id,fips_code,uninsured,uninsured_numerator,uninsured_denominator,primary_care_physicians,primary_care_physicians_numerator,primary_care_physicians_denominator,ratio_of_population_to_primary_care_physicians,dentists,dentists_numerator,dentists_denominator,ratio_of_population_to_dentists,mental_health_providers,mental_health_providers_numerator,mental_health_providers_denominator,ratio_of_population_to_mental_health_providers,preventable_hospital_stays,mammography_screening,flu_vaccinations,uninsured_adults,uninsured_adults_numerator,uninsured_adults_denominator,uninsured_children,uninsured_children_numerator,uninsured_children_denominator,other_primary_care_providers,other_primary_care_providers_numerator,other_primary_care_providers_denominator,ratio_of_population_to_other_providers
0240b9a4,31179,0.079387784,555,6991,0.000536596,5,9318,1863.6,0.000638094,6,9403,1567.166667,0.000850792,8,9403,1175.375,2902,0.46,0.51,0.093445181,479,5126,0.042051282,82,1950,0.000212698,2,9403,4701.5
02410354,48237,0.244394975,1537,6289,0.000452899,4,8832,2208,NULL,0,8843,NULL,0.000113084,1,8843,8843,5675,0.29,0.34,0.28239581,1240,4391,0.160358566,322,2008,0.000226168,2,8843,4421.5
025a923a,26055,0.063453739,4678,73723,0.001317982,121,91807,758.7355372,0.000961403,89,92573,1040.146067,0.004310112,399,92573,232.0125313,3869,0.49,0.55,0.072418855,3996,55179,0.037781309,737,19507,0.002441317,226,92573,409.6150443
026cd11c,51117,0.119002695,2649,22260,0.00052141,16,30686,1917.875,0.000293638,9,30650,3405.555556,0.00091354,28,30650,1094.642857,5150,0.46,0.53,0.141091474,2363,16748,0.054081807,316,5843,0.001011419,31,30650,988.7096774
0291c7b0,21147,0.077459334,1000,12910,0.00022903,4,17465,4366.25,0.00011489,2,17408,8704,0.001034007,18,17408,967.1111111,7302,0.26,0.28,0.093444909,871,9321,0.037319317,142,3805,0.001378677,24,17408,725.3333333
0293d479,48021,0.217571612,15267,70170,0.000271351,23,84761,3685.26087,0.000333425,29,86976,2999.172414,0.000574871,50,86976,1739.52,4397,0.35,0.41,0.260792771,12698,48690,0.126290251,2863,22670,0.000344923,30,86976,2899.2
02bca17d,42017,0.052525386,27022,514456,0.000854632,537,628341,1170.094972,0.000832544,523,628195,1201.137667,0.002432366,1528,628195,411.1223822,4495,0.47,0.57,0.0597335,22952,384240,0.033146965,4565,137720,0.000646296,406,628195,1547.278325
02bf32d5,36093,0.048415313,6144,126902,0.000822807,128,155565,1215.351563,0.000798198,124,155350,1252.822581,0.002233666,347,155350,447.6945245,3964,0.45,0.53,0.058508201,5490,93833,0.020765122,723,34818,0.001280978,199,155350,780.6532663
02c2fe4a,21181,0.080928803,474,5857,0.000140253,1,7130,7130,0.000139548,1,7166,7166,0.000279096,2,7166,3583,6538,0.34,0.47,0.089099526,376,4220,0.059640996,103,1727,0.000837287,6,7166,1194.333333
02ca5124,38093,0.083147641,1306,15707,0.000758761,16,21087,1317.9375,0.000669312,14,20917,1494.071429,0.00334656,70,20917,298.8142857,2283,0.59,0.57,0.087917782,1018,11579,0.07299102,317,4343,0.001482048,31,20917,674.7419355
02d4a5cc,51083,0.112865066,2910,25783,0.000405057,14,34563,2468.785714,0.000439625,15,34120,2274.666667,0.000967175,33,34120,1033.939394,4413,0.43,0.44,0.13286047,2510,18892,0.05957272,435,7302,0.001113716,38,34120,897.8947368
02db2f55,29117,0.121884441,1291,10592,0.000790879,12,15173,1264.416667,0.00066024,10,15146,1514.6,0.000594216,9,15146,1682.888889,5107,0.39,0.48,0.147317854,1104,7494,0.062117503,203,3268,0.000528192,8,15146,1893.25
02f65560,51760,0.140372731,26031,185442,0.001035096,235,227032,966.093617,0.001333141,305,228783,750.1081967,0.003601666,824,228783,277.6492718,4572,0.48,0.49,0.16397972,24096,146945,0.051701927,2087,40366,0.001752753,401,228783,570.5311721
0301c14c,28083,0.145216473,3438,23675,0.000752832,22,29223,1328.318182,0.000380373,11,28919,2629,0.00473737,137,28919,211.0875912,6337,0.44,0.38,0.195595044,3126,15982,0.041625249,335,8048,0.00103738,30,28919,963.9666667
030e161c,46093,0.101235208,2344,23154,0.000606753,17,28018,1648.117647,0.000600834,17,28294,1664.352941,0.002085248,59,28294,479.559322,4489,0.46,0.43,0.119698961,2004,16742,0.055116937,370,6713,0.000918923,26,28294,1088.230769
03294e5f,37197,0.140602678,4232,30099,0.000291206,11,37774,3434,0.000213089,8,37543,4692.875,0.000852356,32,37543,1173.21875,4276,0.47,0.51,0.172461752,3844,22289,0.053210787,440,8269,0.000719175,27,37543,1390.481482
0331663f,30093,0.095585287,2622,27431,0.000722502,25,34602,1384.08,0.000943046,33,34993,1060.393939,0.00540108,189,34993,185.1481482,3454,0.38,0.46,0.11231972,2313,20593,0.047566064,342,7190,0.001143086,40,34993,874.825
033b8799,01133,0.127727544,2359,18469,0.00042155,10,23722,2372.2,0.000169062,4,23660,5915,0.0000845309,2,23660,11830,13447,0.38,0.4,0.160411799,2197,13696,0.035198734,178,5057,0.000422654,10,23660,2366
035151d5,37177,0.170095518,463,2722,NULL,0,4052,NULL,NULL,0,4131,NULL,NULL,0,4131,NULL,3948,0.4,0.4,0.209408194,414,1977,0.068181818,54,792,NULL,0,4131,NULL
0351a357,51091,0.177897574,264,1484,0.00045208,1,2212,2212,0.000904977,2,2210,1105,0.002262443,5,2210,442,3563,0.46,0.19,0.189597315,226,1192,0.123778502,38,307,0.000452489,1,2210,2210
03770ed5,39025,0.058802288,10096,171694,0.000656174,134,204214,1523.985075,0.00040396,83,205466,2475.493976,0.001007466,207,205466,992.589372,4828,0.41,0.51,0.066599703,8288,124445,0.039803697,1979,49719,0.000408827,84,205466,2446.02381
037ad762,38067,0.099588169,532,5342,0.000286862,2,6972,3486,0.000431841,3,6947,2315.666667,0.000287894,2,6947,3473.5,5797,0.45,0.25,0.100963978,398,3942,0.099863201,146,1462,0.001151576,8,6947,868.375
03808650,48051,0.198376033,2834,14286,0.000388651,7,18011,2573,0.0000543803,1,18389,18389,0.000108761,2,18389,9194.5,5873,0.42,0.41,0.230702095,2379,10312,0.119303269,500,4191,0.000435043,8,18389,2298.625
03b3e7a9,18051,0.067459301,1844,27335,0.000327615,11,33576,3052.363636,0.000538084,18,33452,1858.444444,0.000239149,8,33452,4181.5,5165,0.49,0.53,0.075990011,1491,19621,0.047519389,386,8123,0.00074734,25,33452,1338.08
03dae04c,38065,0.08935611,136,1522,0,0,1940,-1940,0.000512295,1,1952,1952,NULL,0,1952,NULL,8187,0.57,0.34,0.084923664,89,1048,0.101010101,50,495,0,0,1952,-1952
03e98497,47041,0.143241889,2287,15966,0.000402982,8,19852,2481.5,0.00019863,4,20138,5034.5,0.000397259,8,20138,2517.25,4083,0.38,0.52,0.176350663,2076,11772,0.052440409,231,4405,0.000645546,13,20138,1549.076923
0407546b,01019,0.111726499,2219,19861,0.000386743,10,25857,2585.7,0.000153657,4,26032,6508,0.000192071,5,26032,5206.4,5521,0.36,0.41,0.139403327,2070,14849,0.031390977,167,5320,0.000806699,21,26032,1239.619048
042a9935,48079,0.28504072,665,2333,0.000350754,1,2851,2851,0,0,2836,-2836,NULL,0,2836,NULL,3710,0.25,0.21,0.331453634,529,1596,0.187419769,146,779,0.000352609,1,2836,2836
044021bd,10001,0.064075161,9173,143160,0.000463738,82,176824,2156.390244,0.000397648,71,178550,2514.788732,0.001764212,315,178550,566.8253968,5870,0.49,0.53,0.076658629,7916,103263,0.032574999,1366,41934,0.0008345,149,178550,1198.322148
04578851,13071,0.235545812,8918,37861,0.000458165,21,45835,2182.619048,0.000263204,12,45592,3799.333333,0.000548342,25,45592,1823.68,6689,0.44,0.37,0.301968114,7917,26218,0.089431558,1095,12244,0.001052816,48,45592,949.8333333
045a663a,37063,0.134194376,34921,260227,0.001232191,384,311640,811.5625,0.000732464,232,316739,1365.25431,0.005944958,1883,316739,168.2097716,4177,0.44,0.58,0.161753049,31630,195545,0.053635826,3629,67660,0.002396295,759,316739,417.3109354
0486b1e8,17111,0.059537429,15821,265732,0.000511125,158,309122,1956.468354,0.000625466,193,308570,1598.80829,0.00193149,596,308570,517.7348993,4866,0.42,0.5,0.073092746,14036,192030,0.026388302,2059,78027,0.000502317,155,308570,1990.774194
04975a3e,25007,0.047268589,623,13180,0.000634921,11,17325,1575,0.000633933,11,17352,1577.454546,0.006915629,120,17352,144.6,4241,0.46,0.52,0.053801515,547,10167,0.026737968,85,3179,0.000979714,17,17352,1020.705882
04a961f0,12031,0.13234189,104607,790430,0.000860402,807,937934,1162.247832,0.000820896,780,950181,1218.180769,0.001958574,1861,950181,510.575497,5911,0.41,0.43,0.157360241,91778,583235,0.064510037,14005,217098,0.001690204,1606,950181,591.6444583
04aa1056,39115,0.078513115,904,11514,0.0000679856,1,14709,14709,0.000205423,3,14604,4868,0.001164065,17,14604,859.0588235,5265,0.43,0.4,0.087616136,745,8503,0.054273238,174,3206,0.0000684744,1,14604,14604
04d40471,51063,0.133726647,1632,12204,0.00031736,5,15755,3151,0.000189934,3,15795,5265,0.000569801,9,15795,1755,3563,0.41,0.47,0.153685598,1399,9103,0.076946565,252,3275,0.000506489,8,15795,1974.375
04d8b61e,22031,0.096149536,2145,22309,0.000182882,5,27340,5468,0.0000728969,2,27436,13718,0.002478495,68,27436,403.4705882,6677,0.42,0.35,0.12274391,1945,15846,0.03226757,219,6787,0.000182242,5,27436,5487.2
04fce4cd,19193,0.081299273,6868,84478,0.000663875,68,102429,1506.308824,0.000702172,72,102539,1424.152778,0.002233297,229,102539,447.768559,4317,0.49,0.49,0.10277645,6019,58564,0.03436363,935,27209,0.001092267,112,102539,915.5267857
0510c852,17123,0.058862876,528,8970,0.0000852515,1,11730,11730,0.000346801,4,11534,2883.5,NULL,0,11534,NULL,3463,0.43,0.43,0.069127212,457,6611,0.032740501,81,2474,0.0001734,2,11534,5767
051ef84b,48233,0.202795626,3598,17742,0.000327485,7,21375,3053.571429,0.000424568,9,21198,2355.333333,0.0000943485,2,21198,10599,4855,0.34,0.38,0.237719584,2923,12296,0.128276826,734,5722,0.000377394,8,21198,2649.75
05260fcf,13155,0.145230678,979,6741,0.00031881,3,9410,3136.666667,0.000212811,2,9398,4699,0.000212811,2,9398,4699,5294,0.47,0.47,0.177901464,863,4851,0.064516129,130,2015,0.000638434,6,9398,1566.333333
05287205,54103,0.077629805,921,11864,0.000518235,8,15437,1929.625,0.000458415,7,15270,2181.428571,0.00091683,14,15270,1090.714286,4851,0.42,0.4,0.09527027,846,8880,0.025600506,81,3164,0.000458415,7,15270,2181.428571
05528012,48409,0.188789939,10748,56931,0.000267797,18,67215,3734.166667,0.00038868,26,66893,2572.807692,0.00038868,26,66893,2572.807692,4167,0.37,0.39,0.228584623,8910,38979,0.106412295,2008,18870,0.000508274,34,66893,1967.441177
057cb046,48033,0.161849711,84,519,0,0,673,-673,0,0,648,-648,0,0,648,-648,NULL,0.36,0.18,0.167567568,62,370,0.147435897,23,156,0,0,648,-648
05a9528d,48307,0.211963589,1304,6152,0.000502702,4,7957,1989.25,0.000250407,2,7987,3993.5,0.000250407,2,7987,3993.5,4859,0.22,0.23,0.245745405,1083,4407,0.130155329,243,1867,0.00037561,3,7987,2662.333333
05e3eb28,30089,0.155951783,1242,7964,0.000768508,9,11711,1301.222222,0.000337724,4,11844,2961,0.003039514,36,11844,329,2860,0.33,0.22,0.172647594,1044,6047,0.105004907,214,2038,0.000422155,5,11844,2368.8
05f3da46,13297,0.135292749,10463,77336,0.000262009,24,91600,3816.666667,0.00037432,35,93503,2671.514286,0.00070586,66,93503,1416.712121,5091,0.41,0.46,0.166984278,9113,54574,0.064195374,1543,24036,0.000791419,74,93503,1263.554054
05f84c3a,48089,0.221933063,3667,16523,0.000470987,10,21232,2123.2,0.00023566,5,21217,4243.4,0.000188528,4,21217,5304.25,5690,0.33,0.31,0.257084154,3003,11681,0.142186583,727,5113,0.000282792,6,21217,3536.166667
064a59c3,54095,0.074269778,506,6813,0.000568505,5,8795,1759,0.000114338,1,8746,8746,0.000228676,2,8746,4373,6709,0.45,0.37,0.089715965,458,5105,0.028761062,52,1808,0.000228676,2,8746,4373
0650f3c8,47053,0.10883618,4327,39757,0.000427603,21,49111,2338.619048,0.000407789,20,49045,2452.25,0.000244673,12,49045,4087.083333,6382,0.42,0.51,0.140407901,3931,27997,0.035367433,437,12356,0.000795188,39,49045,1257.564103
066c1b01,27151,0.060038557,436,7262,0.000531519,5,9407,1881.4,0.000428036,4,9345,2336.25,0.001070091,10,9345,934.5,6762,0.41,0.32,0.067643091,351,5189,0.041800643,91,2177,0.000856073,8,9345,1168.125
06721716,45053,0.20395957,4399,21568,0.000245977,7,28458,4065.428571,0.000483242,14,28971,2069.357143,0.000517759,15,28971,1931.4,6228,0.4,0.37,0.252400377,4022,15935,0.068930563,408,5919,0.000414207,12,28971,2414.25
0697a0ca,20069,0.178924476,905,5058,0.000167842,1,5958,5958,NULL,0,6033,NULL,0.000165755,1,6033,6033,2667,0.4,0.29,0.199043634,666,3346,0.1401766,254,1812,0.00033151,2,6033,3016.5
06a10ad8,40091,0.207267004,3029,14614,0.000303921,6,19742,3290.333333,0.000504668,10,19815,1981.5,0.001614938,32,19815,619.21875,4974,0.34,0.47,0.245453698,2632,10723,0.105608157,435,4119,0.000807469,16,19815,1238.4375
06fd2186,27127,0.074888384,889,11871,0.000392876,6,15272,2545.333333,0.00032789,5,15249,3049.8,0.000262312,4,15249,3812.25,5105,0.51,0.48,0.083657115,689,8236,0.056895648,217,3814,0.000786937,12,15249,1270.75
06fe4479,19089,0.063319079,459,7249,0.000541829,5,9228,1845.6,0.000217699,2,9187,4593.5,0.000217699,2,9187,4593.5,2899,0.55,0.42,0.074975075,376,5015,0.038050449,89,2339,0.000979645,9,9187,1020.777778
0749f88f,48217,0.211140546,5898,27934,0.00022314,8,35852,4481.5,0.000330088,12,36354,3029.5,0.000495131,18,36354,2019.666667,5468,0.38,0.38,0.248034492,4890,19715,0.126674365,1097,8660,0.00030258,11,36354,3304.909091
074ba187,56000,0.141519216,67560,477391,0.000678387,393,579315,1474.08397,0.000675048,390,577737,1481.376923,0.003352737,1937,577737,298.26381,3375,0.36,0.42,0.16367745,56134,342955,0.087988231,12381,140712,0.001057575,611,577737,945.5597381
079653a5,48133,0.221181085,3045,13767,0.000325892,6,18411,3068.5,0.000327475,6,18322,3053.666667,0.000218317,4,18322,4580.5,5050,0.25,0.4,0.25675131,2548,9924,0.132955106,539,4054,0.000382054,7,18322,2617.428571
07b5d78e,49043,0.096367457,3531,36641,0.001265022,52,41106,790.5,0.000500799,21,41933,1996.809524,0.00176472,74,41933,566.6621622,1940,0.48,0.55,0.097423941,2549,26164,0.09626541,1062,11032,0.000715427,30,41933,1397.766667
07b6f452,38023,0.111175786,191,1718,NULL,0,2288,NULL,0,0,2283,-2283,NULL,0,2283,NULL,6369,0.51,0.15,0.103727715,128,1234,0.130522088,65,498,0.00131406,3,2283,761
07b8f2bd,40127,0.209813084,1796,8560,0.000179003,2,11173,5586.5,0.000178907,2,11179,5589.5,0.010018785,112,11179,99.8125,7658,0.25,0.25,0.253645748,1548,6103,0.103729604,267,2574,0.000626174,7,11179,1597
07c22858,27107,0.064391001,332,5156,NULL,0,6597,NULL,0.000617761,4,6475,1618.75,NULL,0,6475,NULL,5606,0.49,0.24,0.071997802,262,3639,0.04551201,72,1582,0.000617761,4,6475,1618.75
08045b81,19111,0.050547695,1329,26292,0.000583175,20,34295,1714.75,0.000469828,16,34055,2128.4375,0.000851564,29,34055,1174.310345,4755,0.41,0.49,0.060130378,1153,19175,0.025771131,193,7489,0.000792835,27,34055,1261.296296
08134bcc,48491,0.114045406,54780,480335,0.000686702,376,547545,1456.236702,0.000552302,313,566719,1810.603834,0.001109898,629,566719,900.9841018,4189,0.46,0.52,0.136014082,45667,335752,0.068602994,10395,151524,0.000677585,384,566719,1475.830729
0841c7ba,01131,0.105188846,894,8499,0.000373169,4,10719,2679.75,0.0000940999,1,10627,10627,0.0000940999,1,10627,10627,4464,0.32,0.23,0.136695421,824,6028,0.029166667,77,2640,0.0004705,5,10627,2125.4
0842456e,13003,0.223874196,1566,6995,NULL,0,8342,NULL,0.000120526,1,8297,8297,NULL,0,8297,NULL,5718,0.36,0.37,0.278664732,1344,4823,0.104203152,238,2284,0.000482102,4,8297,2074.25
08511c9e,50009,0.065934066,306,4641,0.000160514,1,6230,6230,0.00048,3,6250,2083.333333,0.00048,3,6250,2083.333333,3320,0.38,0.41,0.08075408,287,3554,0.017346054,20,1153,0.00064,4,6250,1562.5
0851a935,12086,0.200177997,453444,2265204,0.000792573,2181,2751796,1261.712976,0.000659043,1820,2761581,1517.352198,0.001597636,4412,2761581,625.9249773,7118,0.28,0.25,0.243463512,418850,1720381,0.06734908,38773,575702,0.001231541,3401,2761581,811.990885
0856da87,51085,0.077754581,6704,86220,0.000670298,71,105923,1491.873239,0.000662073,71,107239,1510.408451,0.001519969,163,107239,657.9079755,4325,0.47,0.56,0.090846711,5693,62666,0.045543998,1134,24899,0.000857897,92,107239,1165.641304
08585551,40039,0.203039668,4796,23621,0.000555556,16,28800,1800,0.00055104,16,29036,1814.75,0.005854801,170,29036,170.8,5259,0.34,0.5,0.247768396,4108,16580,0.101498178,752,7409,0.00075768,22,29036,1319.818182
0868adea,33011,0.07180154,24573,342235,0.000881139,361,409697,1134.894737,0.000809157,336,415247,1235.854167,0.003058421,1270,415247,326.9661417,4510,0.52,0.53,0.08787372,22752,258917,0.023159354,2038,87999,0.001375085,571,415247,727.2276708
087b5a51,35035,0.107397114,5642,52534,0.000425422,28,65817,2350.607143,0.000509127,34,66781,1964.147059,0.002665429,178,66781,375.1741573,2826,0.36,0.35,0.130791428,4895,37426,0.053162641,843,15857,0.000838562,56,66781,1192.517857
087e2858,48055,0.216929699,7560,34850,0.000283433,12,42338,3528.166667,0.000300599,13,43247,3326.692308,0.000763059,33,43247,1310.515152,5634,0.32,0.45,0.261083548,6578,25195,0.111335837,1156,10383,0.000508706,22,43247,1965.772727
0885973b,27015,0.043178974,828,19176,0.00119076,30,25194,839.8,0.000597348,15,25111,1674.066667,0.002150452,54,25111,465.0185185,4638,0.57,0.48,0.048391792,665,13742,0.030877193,176,5700,0.000716817,18,25111,1395.055556
08a8d8a3,30045,0.117849759,171,1451,0,0,1961,-1961,0,0,1952,-1952,0.000512295,1,1952,1952,647,0.52,0.34,0.121435143,132,1087,0.107329843,41,382,0,0,1952,-1952
08bb686a,42125,0.04805162,7797,162263,0.000767012,159,207298,1303.761006,0.000651086,135,207346,1535.896296,0.001056206,219,207346,946.7853881,5351,0.4,0.45,0.053463448,6525,122046,0.032914917,1395,42382,0.000887406,184,207346,1126.880435
08caf93a,17179,0.046238427,4979,107681,0.000464329,62,133526,2153.645161,0.000498761,66,132328,2004.969697,0.001813675,240,132328,551.3666667,4284,0.44,0.52,0.057225142,4431,77431,0.0195813,622,31765,0.000438305,58,132328,2281.517241
08e979da,36085,0.049352838,19801,401213,0.000971931,466,479458,1028.879828,0.000659416,314,476179,1516.493631,0.002291155,1091,476179,436.4610449,4058,0.41,0.43,0.059117775,17574,297271,0.022456935,2460,109543,0.001096226,522,476179,912.2203065
08f51fb3,30069,0.117948718,46,390,0,0,523,-523,0,0,513,-513,0,0,513,-513,NULL,0.2,0.28,0.113333333,34,300,0.12631579,12,95,0,0,513,-513
08f9a91c,31147,0.09901156,591,5969,0.000376459,3,7969,2656.333333,0.000377977,3,7937,2645.666667,0.001007938,8,7937,992.125,5588,0.41,0.4,0.116123063,502,4323,0.056766055,99,1744,0.00113393,9,7937,881.8888889
09008e0d,21073,0.060200169,2418,40166,0.000356542,18,50485,2804.722222,0.000787169,40,50815,1270.375,0.001298829,66,50815,769.9242424,5933,0.32,0.44,0.067786362,2018,29770,0.039794609,434,10906,0.00076749,39,50815,1302.948718
090ca82f,34027,0.059275169,24535,413917,0.00102663,513,499693,974.0604289,0.00113915,563,494228,877.8472469,0.002709276,1339,494228,369.1023152,2916,0.43,0.54,0.072236938,22117,306173,0.024777503,2823,113934,0.000793156,392,494228,1260.785714
09134c2c,28085,0.146794849,4138,28189,0.000465834,16,34347,2146.6875,0.000380061,13,34205,2631.153846,0.000613945,21,34205,1628.809524,5061,0.34,0.5,0.184803095,3726,20162,0.053980948,459,8503,0.001432539,49,34205,698.0612245
09376dc0,51025,0.12573978,1381,10983,0.000369367,6,16244,2707.333333,0.000183106,3,16384,5461.333333,0.000305176,5,16384,3276.8,6000,0.44,0.47,0.149275362,1236,8280,0.056097561,161,2870,0.000183106,3,16384,5461.333333
094a41c4,13211,0.158978192,2340,14719,0.000543124,10,18412,1841.2,0.000424336,8,18853,2356.625,0.00026521,5,18853,3770.6,5015,0.44,0.46,0.184632811,1956,10594,0.09596885,419,4366,0.000424336,8,18853,2356.625
09585052,18143,0.085803035,1685,19638,0.000418936,10,23870,2387,0.000251277,6,23878,3979.666667,0.000460675,11,23878,2170.727273,7381,0.36,0.42,0.098386873,1415,14382,0.053022078,293,5526,0.000544434,13,23878,1836.769231
096d4e7a,21143,0.064288514,328,5102,0.000371195,3,8082,2694,0.000249719,2,8009,4004.5,0.000249719,2,8009,4004.5,4835,0.43,0.49,0.069314445,274,3953,0.048639736,59,1213,0.001123736,9,8009,889.8888889
097222ac,48455,0.203660689,2192,10763,0.000136361,2,14667,7333.5,0.0000678426,1,14740,14740,0.000135685,2,14740,7370,4569,0.29,0.37,0.238741596,1882,7883,0.111295131,336,3019,0.000610583,9,14740,1637.777778
098a4af4,31169,0.097449664,363,3725,0.00099108,5,5045,1009,0.000198452,1,5039,5039,0.000793808,4,5039,1259.75,3909,0.44,0.19,0.10914681,284,2602,0.07106599,84,1182,0.000396904,2,5039,2519.5
09b2a17f,12029,0.158202411,1732,10948,0.0000599772,1,16673,16673,0.0000598802,1,16700,16700,0.0000598802,1,16700,16700,5742,0.34,0.3,0.191132265,1526,7984,0.072069186,225,3122,0.000359281,6,16700,2783.333333
09bfb521,47045,0.098306309,2995,30466,0.000427088,16,37463,2341.4375,0.000535906,20,37320,1866,0.000535906,20,37320,1866,8305,0.35,0.49,0.123625995,2688,21743,0.036956285,339,9173,0.001393355,52,37320,717.6923077
09d83ae1,08003,0.131910616,1706,12933,0.000785451,13,16551,1273.153846,0.001138884,19,16683,878.0526316,0.014146137,236,16683,70.69067797,2265,0.32,0.41,0.160187814,1467,9158,0.064859387,256,3947,0.001858179,31,16683,538.1612903
0a0dc515,05027,0.082783139,1467,17721,0.000592542,14,23627,1687.642857,0.000424863,10,23537,2353.7,0.001869397,44,23537,534.9318182,5337,0.36,0.46,0.099907919,1302,13032,0.037678823,187,4963,0.000552322,13,23537,1810.538462
0a0e9c63,25013,0.036304772,13748,378683,0.000685372,322,469818,1459.062112,0.000856707,403,470406,1167.260546,0.009255834,4354,470406,108.0399633,5410,0.51,0.52,0.044295618,12408,280118,0.014394265,1506,104625,0.001519964,715,470406,657.9104895
0a16e9ad,13187,0.199044586,4875,24492,0.000365041,12,32873,2739.416667,0.000242755,8,32955,4119.375,0.00075861,25,32955,1318.2,5521,0.4,0.41,0.230991338,4320,18702,0.1000819,611,6105,0.000849644,28,32955,1176.964286
0a24248e,46081,0.099319307,1926,19392,0.000825829,21,25429,1210.904762,0.000621577,16,25741,1608.8125,0.001903578,49,25741,525.3265306,2441,0.47,0.5,0.113954741,1692,14848,0.054200542,260,4797,0.001204304,31,25741,830.3548387
0a2ea5ab,12053,0.15797323,21079,133434,0.000568203,106,186553,1759.933962,0.000356273,68,190865,2806.838235,0.000780657,149,190865,1280.973154,5489,0.43,0.4,0.189348282,18882,99721,0.067951659,2429,35746,0.000764939,146,190865,1307.294521
0a31b8bf,20045,0.092440456,9148,98961,0.000869256,105,120793,1150.409524,0.00058467,71,121436,1710.366197,0.002989229,363,121436,334.5344353,3077,0.51,0.57,0.10776985,8232,76385,0.043855219,1042,23760,0.000667018,81,121436,1499.209877
0a329e6b,13279,0.185765061,4129,22227,0.001000037,27,26999,999.962963,0.000483505,13,26887,2068.230769,0.000520698,14,26887,1920.5,5010,0.38,0.35,0.232984977,3567,15310,0.084638637,616,7278,0.002194369,59,26887,455.7118644
0a37df09,17103,0.058109657,1470,25297,0.000697553,24,34406,1433.583333,0.000438302,15,34223,2281.533333,0.004441458,152,34223,225.1513158,4301,0.44,0.44,0.069974144,1299,18564,0.026710006,189,7076,0.000642843,22,34223,1555.590909
